age,attrition,business-travel,department,distance-from-home,education,education-field,employee-number,environment-satisfaction,gender,job-involvement,job-level,job-role,job-satisfaction,marial-status,monthly-income,number-of-companies-worked-at,over-time,last-salary-increase-percentage,performance-rating,relationship-satisfaction,stock-option-level,total-working-years,work-life-balance,years-at-company,years-in-current-role,years-since-last-promotion,years-with-current-manager
34.0,No,Travel_Rarely,Research & Development,6.0,4.0,Life Sciences,151.0,3.0,Female,2.0,2.0,Research Scientist,2.0,Divorced,4505.0,6.0,No,15.0,3.0,3.0,1.0,12.0,3.0,1.0,0.0,0.0,0.0
37.0,No,Travel_Rarely,Sales,3.0,3.0,Life Sciences,152.0,3.0,Male,3.0,3.0,Sales Executive,4.0,Single,7428.0,2.0,No,12.0,3.0,1.0,0.0,12.0,3.0,5.0,3.0,1.0,3.0
34.0,No,Travel_Rarely,Research & Development,5.0,3.0,Medical,153.0,3.0,Female,2.0,3.0,Manager,1.0,Single,11631.0,2.0,No,12.0,3.0,4.0,0.0,14.0,3.0,11.0,10.0,5.0,8.0
36.0,No,Travel_Frequently,Sales,11.0,2.0,Technical Degree,154.0,2.0,Female,3.0,3.0,Sales Executive,4.0,Married,9738.0,0.0,No,14.0,3.0,3.0,1.0,10.0,3.0,9.0,7.0,2.0,8.0
36.0,No,Travel_Rarely,Research & Development,3.0,2.0,Life Sciences,155.0,1.0,Female,3.0,1.0,Laboratory Technician,4.0,Divorced,2835.0,5.0,No,22.0,4.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0
43.0,No,Travel_Frequently,Sales,26.0,2.0,Life Sciences,158.0,3.0,Male,3.0,4.0,Manager,4.0,Married,16959.0,1.0,Yes,12.0,3.0,4.0,2.0,25.0,4.0,25.0,12.0,4.0,12.0
30.0,No,Travel_Frequently,Research & Development,23.0,3.0,,159.0,1.0,Male,1.0,1.0,Research Scientist,3.0,Divorced,2613.0,1.0,No,25.0,4.0,3.0,3.0,10.0,2.0,10.0,7.0,0.0,9.0
33.0,No,Non-Travel,Sales,22.0,2.0,Marketing,160.0,3.0,Male,3.0,2.0,Sales Executive,2.0,Married,6146.0,0.0,No,13.0,3.0,1.0,1.0,8.0,4.0,7.0,7.0,0.0,7.0
56.0,Yes,Travel_Rarely,Research & Development,14.0,4.0,Life Sciences,161.0,2.0,Female,3.0,1.0,Research Scientist,2.0,Married,4963.0,9.0,Yes,18.0,3.0,1.0,3.0,7.0,3.0,5.0,4.0,4.0,3.0
51.0,No,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,162.0,1.0,Male,3.0,5.0,Research Director,3.0,Single,19537.0,7.0,No,13.0,3.0,3.0,0.0,23.0,3.0,20.0,18.0,15.0,15.0
31.0,Yes,Travel_Rarely,Sales,6.0,,Life Sciences,163.0,2.0,Male,1.0,2.0,Sales Executive,3.0,Married,6172.0,4.0,Yes,18.0,3.0,2.0,0.0,12.0,2.0,7.0,7.0,7.0,7.0
26.0,No,Travel_Rarely,Research & Development,6.0,3.0,Other,164.0,3.0,Female,2.0,1.0,Research Scientist,2.0,Married,2368.0,1.0,No,19.0,3.0,3.0,0.0,5.0,2.0,5.0,4.0,4.0,3.0
58.0,Yes,Travel_Rarely,Research & Development,23.0,4.0,Medical,165.0,4.0,Female,3.0,3.0,Healthcare Representative,4.0,Married,10312.0,1.0,No,12.0,3.0,4.0,1.0,40.0,2.0,40.0,10.0,15.0,6.0
19.0,Yes,Travel_Rarely,Sales,22.0,1.0,Marketing,167.0,4.0,Male,3.0,1.0,Sales Representative,3.0,Single,1675.0,1.0,Yes,19.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
22.0,No,Travel_Rarely,Research & Development,2.0,1.0,Technical Degree,169.0,3.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,2523.0,0.0,No,14.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0
49.0,No,Travel_Rarely,Research & Development,20.0,4.0,Medical,170.0,3.0,Female,3.0,2.0,Manufacturing Director,1.0,Married,6567.0,1.0,No,14.0,3.0,3.0,0.0,16.0,2.0,15.0,11.0,5.0,11.0
43.0,No,Travel_Frequently,Research & Development,28.0,3.0,Medical,171.0,2.0,Female,4.0,1.0,Research Scientist,3.0,Single,4739.0,4.0,No,12.0,3.0,4.0,0.0,18.0,3.0,3.0,2.0,1.0,2.0
50.0,No,Travel_Frequently,Sales,12.0,3.0,Marketing,174.0,3.0,Female,3.0,3.0,Sales Executive,4.0,Single,9208.0,4.0,No,11.0,3.0,4.0,0.0,16.0,3.0,2.0,2.0,2.0,1.0
31.0,Yes,Travel_Rarely,Sales,20.0,3.0,Life Sciences,175.0,2.0,Female,1.0,2.0,Sales Executive,3.0,,4559.0,3.0,Yes,11.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0
41.0,No,Travel_Rarely,Sales,9.0,1.0,Life Sciences,176.0,3.0,Male,3.0,3.0,Sales Executive,3.0,Divorced,8189.0,3.0,Yes,13.0,3.0,3.0,1.0,12.0,3.0,9.0,7.0,0.0,7.0
26.0,No,Travel_Rarely,Human Resources,25.0,1.0,Life Sciences,177.0,3.0,Female,3.0,1.0,Human Resources,3.0,Married,2942.0,1.0,No,23.0,4.0,4.0,1.0,8.0,3.0,8.0,7.0,5.0,7.0
36.0,No,Travel_Rarely,Research & Development,6.0,2.0,Medical,178.0,2.0,Male,3.0,2.0,Manufacturing Director,2.0,Divorced,4941.0,6.0,No,20.0,4.0,4.0,2.0,7.0,3.0,3.0,2.0,0.0,1.0
51.0,Yes,Travel_Frequently,Research & Development,8.0,4.0,Life Sciences,179.0,1.0,Male,1.0,3.0,Manufacturing Director,4.0,Single,10650.0,2.0,No,15.0,3.0,4.0,0.0,18.0,3.0,4.0,2.0,0.0,3.0
39.0,No,Travel_Rarely,Sales,4.0,4.0,Life Sciences,182.0,4.0,Female,2.0,2.0,Sales Executive,3.0,Married,5902.0,4.0,No,14.0,3.0,3.0,1.0,17.0,4.0,15.0,11.0,5.0,9.0
25.0,No,Travel_Rarely,Sales,28.0,3.0,Life Sciences,183.0,1.0,Male,2.0,2.0,Sales Executive,3.0,Married,8639.0,2.0,No,18.0,3.0,4.0,0.0,6.0,3.0,2.0,2.0,2.0,2.0
30.0,No,Travel_Rarely,Human Resources,9.0,3.0,Human Resources,184.0,3.0,Male,3.0,2.0,Human Resources,4.0,Married,6347.0,0.0,Yes,19.0,3.0,4.0,0.0,12.0,1.0,11.0,9.0,4.0,7.0
32.0,Yes,Travel_Rarely,Research & Development,9.0,3.0,Medical,190.0,1.0,Female,3.0,1.0,Laboratory Technician,1.0,Single,4200.0,7.0,No,22.0,4.0,1.0,0.0,10.0,4.0,5.0,4.0,0.0,4.0
45.0,No,Travel_Rarely,Research & Development,29.0,3.0,Medical,192.0,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,3452.0,5.0,No,13.0,3.0,2.0,0.0,9.0,2.0,6.0,5.0,0.0,3.0
38.0,No,Travel_Rarely,Research & Development,3.0,5.0,Technical Degree,193.0,4.0,Female,3.0,2.0,Research Scientist,3.0,Single,4317.0,3.0,Yes,20.0,4.0,2.0,0.0,19.0,3.0,3.0,2.0,2.0,2.0
30.0,No,Travel_Rarely,Research & Development,18.0,3.0,Life Sciences,194.0,1.0,Female,3.0,1.0,Research Scientist,3.0,Single,2632.0,1.0,No,14.0,3.0,3.0,0.0,5.0,2.0,5.0,4.0,0.0,4.0
32.0,No,Travel_Frequently,Sales,9.0,2.0,Medical,195.0,4.0,Male,1.0,2.0,Sales Executive,4.0,Divorced,4668.0,0.0,No,17.0,3.0,4.0,3.0,9.0,4.0,8.0,7.0,0.0,7.0
30.0,No,Travel_Rarely,Research & Development,5.0,3.0,Technical Degree,197.0,4.0,Female,3.0,1.0,Research Scientist,1.0,Divorced,3204.0,5.0,No,14.0,3.0,4.0,1.0,8.0,3.0,3.0,2.0,2.0,2.0
30.0,No,Travel_Rarely,Research & Development,2.0,1.0,Medical,198.0,2.0,Male,2.0,1.0,Laboratory Technician,4.0,Single,2720.0,0.0,No,13.0,3.0,4.0,0.0,6.0,3.0,5.0,3.0,1.0,2.0
41.0,No,Travel_Frequently,Research & Development,10.0,3.0,Life Sciences,199.0,4.0,Male,2.0,4.0,Manager,1.0,Divorced,17181.0,4.0,No,13.0,3.0,2.0,1.0,21.0,2.0,7.0,6.0,7.0,7.0
41.0,No,Travel_Rarely,Research & Development,9.0,4.0,Life Sciences,200.0,3.0,Male,3.0,1.0,Laboratory Technician,1.0,Married,2238.0,2.0,No,21.0,4.0,4.0,1.0,7.0,3.0,5.0,0.0,1.0,4.0
19.0,No,Travel_Rarely,Research & Development,3.0,1.0,Medical,201.0,2.0,Female,3.0,1.0,Laboratory Technician,2.0,Single,1483.0,1.0,No,14.0,,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
40.0,No,Travel_Frequently,Research & Development,26.0,3.0,Medical,202.0,2.0,Female,3.0,2.0,Research Scientist,2.0,Divorced,5605.0,1.0,No,11.0,3.0,1.0,1.0,20.0,3.0,20.0,7.0,2.0,13.0
35.0,No,Travel_Rarely,Sales,1.0,5.0,Marketing,204.0,3.0,Male,3.0,,Sales Executive,2.0,Married,7295.0,1.0,No,13.0,3.0,1.0,2.0,10.0,3.0,10.0,8.0,0.0,6.0
53.0,No,Travel_Rarely,Sales,6.0,2.0,Marketing,205.0,2.0,Male,3.0,2.0,Sales Representative,3.0,Married,2306.0,2.0,,20.0,4.0,4.0,1.0,13.0,1.0,7.0,7.0,4.0,5.0
45.0,No,Travel_Rarely,Research & Development,9.0,3.0,Life Sciences,206.0,2.0,Male,3.0,2.0,Laboratory Technician,2.0,Divorced,2348.0,8.0,No,18.0,3.0,3.0,1.0,20.0,1.0,17.0,9.0,0.0,15.0
32.0,No,Travel_Frequently,Sales,8.0,3.0,,207.0,2.0,Female,3.0,3.0,Sales Executive,4.0,Single,8998.0,1.0,No,14.0,3.0,4.0,0.0,9.0,3.0,9.0,8.0,3.0,7.0
29.0,No,Non-Travel,Research & Development,1.0,1.0,Technical Degree,208.0,4.0,Male,3.0,2.0,Manufacturing Director,3.0,Married,4319.0,1.0,No,13.0,3.0,1.0,1.0,10.0,3.0,10.0,7.0,0.0,9.0
51.0,No,Travel_Rarely,Research & Development,7.0,4.0,Medical,211.0,2.0,Male,2.0,2.0,Manufacturing Director,3.0,Married,6132.0,2.0,No,17.0,3.0,3.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0
58.0,No,Travel_Rarely,Research & Development,9.0,3.0,Medical,214.0,2.0,Female,2.0,1.0,Research Scientist,2.0,Married,3346.0,4.0,Yes,20.0,4.0,2.0,1.0,,2.0,1.0,0.0,0.0,0.0
40.0,No,Travel_Rarely,Sales,4.0,4.0,Marketing,215.0,3.0,,2.0,3.0,Sales Executive,4.0,Married,10855.0,7.0,No,11.0,3.0,1.0,1.0,15.0,2.0,12.0,11.0,2.0,11.0
34.0,No,Travel_Frequently,Sales,2.0,4.0,Marketing,216.0,3.0,Female,3.0,1.0,Sales Representative,3.0,Married,2231.0,6.0,No,18.0,3.0,4.0,1.0,6.0,3.0,4.0,3.0,1.0,2.0
22.0,No,Travel_Rarely,Research & Development,19.0,1.0,Medical,217.0,,Male,3.0,1.0,Research Scientist,4.0,Married,2323.0,1.0,No,24.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
27.0,No,Non-Travel,Research & Development,9.0,3.0,Medical,218.0,4.0,Male,3.0,1.0,Research Scientist,2.0,Divorced,2024.0,6.0,No,18.0,3.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0
28.0,No,Travel_Rarely,Research & Development,21.0,3.0,Medical,221.0,3.0,Male,3.0,1.0,Research Scientist,4.0,Married,2713.0,1.0,No,11.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,0.0,2.0
57.0,No,Travel_Rarely,Research & Development,24.0,2.0,Life Sciences,223.0,3.0,Male,4.0,3.0,Healthcare Representative,4.0,Divorced,9439.0,3.0,Yes,16.0,3.0,2.0,1.0,12.0,1.0,5.0,3.0,1.0,4.0
27.0,No,Non-Travel,Research & Development,3.0,3.0,Medical,224.0,3.0,Male,2.0,1.0,Research Scientist,3.0,Divorced,2566.0,1.0,Yes,15.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
50.0,No,Travel_Rarely,Research & Development,11.0,3.0,Life Sciences,226.0,3.0,Female,3.0,5.0,Manager,2.0,Single,19926.0,3.0,No,15.0,3.0,2.0,0.0,21.0,3.0,5.0,4.0,4.0,4.0
41.0,No,Travel_Rarely,Research & Development,14.0,3.0,Life Sciences,227.0,1.0,Male,3.0,1.0,Research Scientist,3.0,Divorced,2451.0,4.0,No,12.0,3.0,1.0,1.0,13.0,3.0,9.0,8.0,1.0,8.0
30.0,No,Travel_Rarely,Sales,5.0,3.0,Life Sciences,228.0,2.0,Female,3.0,3.0,Sales Executive,4.0,Married,9419.0,2.0,No,12.0,3.0,3.0,1.0,12.0,3.0,10.0,9.0,7.0,4.0
38.0,No,Travel_Rarely,Sales,1.0,4.0,Life Sciences,230.0,1.0,Female,2.0,2.0,Sales Executive,4.0,Single,8686.0,4.0,No,22.0,4.0,3.0,0.0,12.0,4.0,8.0,3.0,0.0,7.0
32.0,No,Travel_Rarely,Research & Development,6.0,5.0,Life Sciences,231.0,3.0,Male,3.0,1.0,Research Scientist,3.0,Single,3038.0,3.0,No,20.0,4.0,1.0,0.0,8.0,3.0,5.0,4.0,1.0,4.0
27.0,No,Travel_Rarely,Research & Development,17.0,3.0,Technical Degree,233.0,3.0,Male,3.0,1.0,Research Scientist,2.0,Married,3058.0,0.0,Yes,16.0,3.0,4.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0
19.0,Yes,Travel_Frequently,Sales,1.0,1.0,Technical Degree,235.0,3.0,Female,,1.0,Sales Representative,1.0,Single,2325.0,0.0,No,21.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
36.0,No,Travel_Frequently,Research & Development,3.0,2.0,Medical,238.0,4.0,Male,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,4.0,No,12.0,3.0,3.0,0.0,13.0,2.0,8.0,7.0,7.0,2.0
30.0,No,Non-Travel,Research & Development,9.0,3.0,Medical,239.0,3.0,Male,3.0,2.0,Laboratory Technician,1.0,Divorced,3072.0,1.0,No,11.0,3.0,3.0,2.0,12.0,3.0,12.0,9.0,6.0,10.0
45.0,No,Travel_Rarely,Sales,4.0,2.0,Life Sciences,240.0,3.0,Female,3.0,2.0,Sales Executive,1.0,Divorced,5006.0,4.0,Yes,11.0,3.0,1.0,1.0,9.0,4.0,5.0,4.0,0.0,3.0
56.0,No,Travel_Rarely,Research & Development,8.0,3.0,Life Sciences,241.0,3.0,Female,3.0,1.0,Research Scientist,1.0,Divorced,4257.0,4.0,Yes,18.0,3.0,3.0,1.0,19.0,3.0,2.0,2.0,2.0,2.0
33.0,No,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,242.0,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,2500.0,0.0,No,14.0,3.0,1.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0
19.0,Yes,Travel_Rarely,Research & Development,2.0,,Life Sciences,243.0,2.0,Male,2.0,1.0,Laboratory Technician,4.0,Single,1102.0,1.0,No,22.0,4.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
46.0,No,Travel_Rarely,Sales,1.0,2.0,Marketing,244.0,2.0,Female,3.0,3.0,Sales Executive,1.0,Divorced,10453.0,1.0,No,25.0,4.0,3.0,3.0,24.0,3.0,24.0,13.0,15.0,7.0
38.0,No,Travel_Rarely,Research & Development,9.0,2.0,Life Sciences,245.0,3.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,2288.0,1.0,No,12.0,3.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0
31.0,No,Travel_Rarely,Research & Development,12.0,1.0,Medical,246.0,3.0,Female,3.0,1.0,Research Scientist,4.0,Married,3929.0,,Yes,23.0,4.0,3.0,1.0,7.0,3.0,4.0,2.0,0.0,2.0
34.0,No,Travel_Rarely,Research & Development,27.0,2.0,Medical,247.0,4.0,Female,3.0,1.0,Research Scientist,2.0,Single,2311.0,2.0,No,15.0,3.0,4.0,0.0,9.0,,3.0,2.0,1.0,2.0
41.0,Yes,Travel_Rarely,Sales,20.0,2.0,Marketing,248.0,2.0,Female,3.0,1.0,Sales Representative,2.0,Single,3140.0,1.0,Yes,22.0,4.0,4.0,0.0,4.0,2.0,4.0,3.0,0.0,2.0
50.0,No,Travel_Rarely,Research & Development,1.0,3.0,Medical,249.0,3.0,Male,2.0,1.0,Laboratory Technician,3.0,Married,3690.0,2.0,No,15.0,3.0,4.0,1.0,5.0,2.0,3.0,2.0,0.0,2.0
53.0,No,Travel_Rarely,Research & Development,13.0,2.0,Medical,250.0,4.0,Female,4.0,2.0,Manufacturing Director,1.0,Divorced,4450.0,1.0,No,11.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,3.0
33.0,No,Travel_Rarely,Research & Development,14.0,3.0,Medical,252.0,4.0,Female,3.0,1.0,Research Scientist,2.0,Married,2756.0,1.0,No,13.0,3.0,4.0,1.0,8.0,3.0,8.0,7.0,1.0,6.0
40.0,No,Travel_Rarely,Research & Development,4.0,1.0,Medical,253.0,4.0,Female,3.0,5.0,Manager,3.0,Married,19033.0,1.0,No,14.0,3.0,2.0,1.0,21.0,3.0,20.0,8.0,9.0,9.0
55.0,No,Travel_Rarely,Research & Development,14.0,4.0,Medical,254.0,3.0,Male,4.0,5.0,Research Director,2.0,Single,18722.0,8.0,No,11.0,3.0,4.0,0.0,36.0,3.0,24.0,15.0,2.0,15.0
34.0,No,Travel_Frequently,Research & Development,2.0,1.0,Life Sciences,256.0,4.0,Male,2.0,2.0,Manufacturing Director,3.0,Married,9547.0,1.0,No,17.0,3.0,3.0,0.0,10.0,2.0,10.0,9.0,1.0,9.0
51.0,No,Travel_Rarely,Research & Development,3.0,3.0,Medical,258.0,4.0,Female,3.0,4.0,Healthcare Representative,2.0,Single,13734.0,3.0,No,18.0,3.0,3.0,0.0,21.0,3.0,7.0,7.0,1.0,0.0
52.0,No,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,259.0,3.0,Male,2.0,5.0,Manager,3.0,Married,19999.0,0.0,No,14.0,3.0,1.0,1.0,34.0,3.0,33.0,18.0,11.0,9.0
27.0,No,Travel_Rarely,Research & Development,9.0,3.0,Medical,260.0,4.0,Female,3.0,1.0,Research Scientist,2.0,Single,2279.0,1.0,No,16.0,3.0,4.0,0.0,7.0,2.0,7.0,7.0,0.0,3.0
35.0,Yes,Travel_Rarely,Research & Development,23.0,2.0,Life Sciences,,2.0,Male,2.0,2.0,Manufacturing Director,3.0,Married,5916.0,3.0,,13.0,3.0,1.0,0.0,8.0,3.0,1.0,0.0,0.0,1.0
,No,Non-Travel,Research & Development,7.0,3.0,Medical,262.0,4.0,Male,4.0,1.0,Research Scientist,4.0,Divorced,2089.0,4.0,No,14.0,3.0,4.0,3.0,7.0,4.0,5.0,4.0,2.0,2.0
,No,Non-Travel,Research & Development,2.0,2.0,Medical,264.0,1.0,Male,2.0,4.0,Manager,4.0,Married,16792.0,9.0,,23.0,4.0,4.0,1.0,22.0,3.0,20.0,8.0,11.0,8.0
37.0,No,Travel_Rarely,Research & Development,21.0,3.0,Life Sciences,267.0,2.0,Male,4.0,1.0,Research Scientist,1.0,Married,3564.0,1.0,Yes,12.0,3.0,1.0,1.0,8.0,2.0,8.0,7.0,1.0,7.0
35.0,No,Travel_Frequently,Research & Development,2.0,3.0,Medical,269.0,2.0,Female,,2.0,Laboratory Technician,2.0,Single,4425.0,5.0,No,11.0,3.0,4.0,0.0,10.0,3.0,6.0,2.0,1.0,2.0
42.0,No,Non-Travel,Research & Development,21.0,2.0,Medical,270.0,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Divorced,5265.0,2.0,No,16.0,3.0,2.0,1.0,11.0,3.0,5.0,3.0,0.0,2.0
38.0,No,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,271.0,4.0,Male,3.0,2.0,Manufacturing Director,3.0,Married,6553.0,9.0,No,14.0,3.0,2.0,0.0,14.0,3.0,1.0,0.0,0.0,0.0
38.0,No,Travel_Rarely,Research & Development,29.0,3.0,Technical Degree,273.0,4.0,Male,3.0,2.0,Manufacturing Director,4.0,Married,6261.0,3.0,No,18.0,3.0,1.0,1.0,9.0,1.0,7.0,7.0,1.0,7.0
27.0,No,Travel_Frequently,Research & Development,1.0,1.0,Technical Degree,274.0,3.0,Male,2.0,2.0,Manufacturing Director,1.0,Married,4298.0,5.0,No,19.0,3.0,3.0,1.0,6.0,3.0,,2.0,2.0,0.0
49.0,No,Non-Travel,Research & Development,18.0,4.0,Life Sciences,275.0,4.0,Male,3.0,2.0,Manufacturing Director,4.0,Divorced,6804.0,1.0,Yes,15.0,3.0,1.0,2.0,7.0,3.0,7.0,7.0,1.0,7.0
34.0,No,Travel_Frequently,Research & Development,10.0,4.0,Medical,277.0,4.0,Male,3.0,1.0,Research Scientist,3.0,Divorced,3815.0,1.0,Yes,17.0,3.0,4.0,1.0,5.0,4.0,5.0,3.0,2.0,0.0
,No,Travel_Rarely,Research & Development,19.0,2.0,Medical,281.0,3.0,Male,3.0,2.0,Laboratory Technician,4.0,Married,2741.0,8.0,Yes,15.0,3.0,3.0,1.0,15.0,4.0,7.0,2.0,3.0,7.0
38.0,Yes,Travel_Rarely,Research & Development,29.0,1.0,Medical,282.0,2.0,Male,3.0,2.0,Healthcare Representative,1.0,Married,6673.0,7.0,Yes,19.0,3.0,2.0,0.0,17.0,3.0,1.0,0.0,0.0,0.0
29.0,Yes,Travel_Rarely,Sales,27.0,3.0,Marketing,283.0,2.0,Female,3.0,3.0,Sales Executive,4.0,Married,7639.0,1.0,No,22.0,4.0,4.0,3.0,10.0,2.0,10.0,4.0,1.0,9.0
22.0,No,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,284.0,4.0,Male,4.0,1.0,Research Scientist,2.0,Divorced,2328.0,1.0,Yes,16.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0
36.0,No,Travel_Frequently,Research & Development,18.0,1.0,Medical,286.0,2.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,2153.0,1.0,No,13.0,3.0,1.0,0.0,8.0,3.0,8.0,1.0,1.0,7.0
40.0,No,Non-Travel,Research & Development,9.0,5.0,Life Sciences,287.0,4.0,Male,2.0,2.0,Healthcare Representative,4.0,Married,4876.0,9.0,No,14.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,0.0,2.0
46.0,No,Travel_Rarely,Research & Development,1.0,4.0,Medical,288.0,4.0,Male,3.0,3.0,Healthcare Representative,1.0,Divorced,9396.0,7.0,No,16.0,3.0,3.0,1.0,17.0,3.0,4.0,2.0,0.0,3.0
32.0,Yes,Travel_Rarely,Sales,4.0,4.0,Medical,291.0,4.0,Male,1.0,3.0,Sales Executive,4.0,Married,10400.0,1.0,No,11.0,3.0,3.0,0.0,14.0,2.0,14.0,8.0,9.0,8.0
30.0,No,Non-Travel,Research & Development,1.0,1.0,Life Sciences,292.0,3.0,Male,2.0,3.0,Manufacturing Director,3.0,Single,8474.0,1.0,No,22.0,4.0,3.0,0.0,12.0,3.0,11.0,8.0,5.0,8.0
27.0,No,Travel_Frequently,Sales,20.0,3.0,Life Sciences,293.0,4.0,Female,3.0,2.0,Sales Executive,3.0,Single,9981.0,1.0,No,14.0,3.0,4.0,0.0,7.0,3.0,7.0,7.0,0.0,7.0
51.0,No,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,296.0,2.0,Male,2.0,3.0,Research Director,2.0,Married,12490.0,5.0,No,16.0,3.0,4.0,2.0,16.0,1.0,10.0,9.0,4.0,7.0
30.0,Yes,Travel_Rarely,Research & Development,3.0,3.0,Technical Degree,297.0,4.0,Female,3.0,1.0,Research Scientist,1.0,Single,2657.0,5.0,Yes,11.0,3.0,3.0,0.0,8.0,3.0,5.0,2.0,0.0,4.0
41.0,No,Travel_Rarely,Sales,6.0,3.0,Life Sciences,298.0,4.0,Female,,3.0,Manager,4.0,Single,13591.0,3.0,Yes,18.0,3.0,3.0,0.0,16.0,3.0,1.0,0.0,0.0,0.0
30.0,Yes,Travel_Frequently,Sales,26.0,4.0,Marketing,299.0,3.0,Female,2.0,2.0,Sales Executive,1.0,Single,,5.0,No,15.0,3.0,3.0,0.0,9.0,2.0,6.0,3.0,0.0,1.0
29.0,Yes,Travel_Rarely,Research & Development,1.0,3.0,Technical Degree,300.0,3.0,Male,3.0,1.0,Research Scientist,3.0,Single,2058.0,0.0,No,14.0,3.0,4.0,0.0,7.0,2.0,6.0,2.0,1.0,5.0
45.0,No,Non-Travel,Sales,6.0,3.0,Medical,302.0,4.0,Female,2.0,3.0,Sales Executive,4.0,Single,8865.0,6.0,No,12.0,3.0,4.0,0.0,23.0,3.0,19.0,7.0,12.0,8.0
54.0,No,Travel_Rarely,Sales,3.0,3.0,Marketing,303.0,4.0,Female,3.0,2.0,Sales Executive,1.0,Married,5940.0,2.0,No,14.0,3.0,4.0,1.0,16.0,3.0,6.0,2.0,0.0,5.0
36.0,No,Travel_Rarely,Research & Development,5.0,2.0,Life Sciences,304.0,4.0,Male,3.0,2.0,Laboratory Technician,2.0,Single,5914.0,8.0,No,16.0,3.0,4.0,0.0,16.0,4.0,13.0,11.0,3.0,7.0
33.0,No,Travel_Rarely,Research & Development,4.0,4.0,Medical,305.0,3.0,Female,2.0,1.0,Research Scientist,2.0,Married,2622.0,6.0,No,21.0,4.0,4.0,0.0,7.0,3.0,3.0,2.0,1.0,1.0
37.0,No,Travel_Frequently,Research & Development,11.0,3.0,Other,306.0,2.0,Male,3.0,3.0,Research Director,4.0,Divorced,12185.0,1.0,Yes,14.0,3.0,3.0,3.0,10.0,3.0,10.0,8.0,0.0,7.0
38.0,No,Travel_Rarely,Sales,3.0,3.0,Life Sciences,307.0,1.0,Male,3.0,3.0,Sales Executive,3.0,Divorced,10609.0,0.0,No,12.0,3.0,3.0,2.0,17.0,2.0,16.0,10.0,5.0,13.0
31.0,No,Non-Travel,Research & Development,1.0,4.0,Medical,308.0,3.0,Male,1.0,2.0,Manufacturing Director,3.0,Married,4345.0,0.0,No,12.0,3.0,4.0,1.0,6.0,3.0,5.0,4.0,1.0,4.0
59.0,No,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,309.0,3.0,Male,2.0,1.0,Research Scientist,4.0,Married,2177.0,3.0,No,17.0,3.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0
37.0,No,Travel_Frequently,Sales,4.0,4.0,Marketing,311.0,1.0,Male,3.0,1.0,Sales Representative,4.0,Divorced,2793.0,4.0,No,17.0,3.0,3.0,1.0,13.0,3.0,9.0,8.0,5.0,8.0
29.0,No,Travel_Frequently,Sales,1.0,1.0,Medical,312.0,2.0,Female,3.0,3.0,Sales Executive,4.0,Married,7918.0,1.0,No,14.0,3.0,4.0,1.0,11.0,3.0,11.0,10.0,4.0,1.0
35.0,No,Travel_Frequently,Sales,1.0,3.0,Marketing,314.0,3.0,Female,3.0,3.0,Sales Executive,3.0,Single,8789.0,1.0,No,14.0,3.0,1.0,0.0,10.0,4.0,10.0,7.0,0.0,8.0
29.0,Yes,Travel_Rarely,Research & Development,18.0,,Medical,315.0,3.0,Male,2.0,1.0,Research Scientist,4.0,Single,2389.0,1.0,Yes,13.0,3.0,3.0,0.0,4.0,2.0,4.0,3.0,0.0,1.0
